sentencePrep,label
"im viveki got call from your number
",0
"super msg danalla timing
",0
"haha just what i was thinkin
",0
"how are you doing hope youve settled in for the new school year just wishin you a gr8 day
",0
"dunno he jus say go lido same time 930
",0
"ding me on ya break fassyole blacko from londn
",0
"every mondaynxt week vl be completing
",0
"okok okthenwhats ur todays plan
",0
"ü no home work to do meh 
",0
"1st wk free gr8 tones str8 2 u each wk txt nokia on to 8007 for classic nokia tones or hit on to 8007 for polys nokia150p poly200p 16
",1
"you are always putting your business out there you put pictures of your ass on facebook you are one of the most open people ive ever met why would i think a picture of your room would hurt you make you feel violated
",0
"your opinion about me 1 over 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 not matured 8 stylish 9 simple pls reply
",0
"siva is in hostel aha
",0
"usf i guess might as well take 1 car
",0
"trust me even if isnt there its there
",0
"hi can i please get a  ltgt  dollar loan from you ill pay you back by mid february pls
",0
"i jokin oni lar ü busy then i wun disturb ü
",0
"urgent we are trying to contact u todays draw shows that you have won a £800 prize guaranteed call 09050001808 from land line claim m95 valid12hrs only
",1
"do you want a new video handset 750 anytime any network mins half price line rental camcorder reply or call 08000930705 for delivery tomorrow
",1
"o guess they both got screwd
",0
"dear voucher holder have your next meal on us use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp
",1
"probably money worries things are coming due and i have several outstanding invoices for work i did two and three months ago
",0
"lol oops sorry have fun 
",0
"ard 530 lor i ok then message ü lor
",0
"aight sounds good when do you want me to come down
",0
"no pic please resend
",0
"im reading the text i just sent you its meant to be a joke so read it in that light
",0
"bbq this sat at mine from 6ish ur welcome 2 come
",0
" ow u deyi paid 60400thousadi told  u would call  
",0
"cuz ibored and don wanna study
",0
"urgent this is our 2nd attempt to contact u your £900 prize from yesterday is still awaiting collection to claim call now 09061702893 acl03530150pm
",1
"dont fret ill buy the ovulation test strips and send them to you you wont get them til like march can you send me your postal addressull be alrightokay
",0
"your right ill make the appointment right now
",0
"accordingly i repeat just text the word ok on your mobile phone and send
",1
"jus finish blowing my hair u finish dinner already
",0
"how r ü going to send it to me
",0
"there are some nice pubs near here or there is frankie n bennys near the warner cinema
",0
"mmmmmmm snuggles into you deep contented sigh  whispers  i fucking love you so much i can barely stand it 
",0
"gud ni8 dearslp welltake careswt dreamsmuah
",0
"what i mean was i left too early to check cos im working a 96
",0
"can ü send me a copy of da report
",0
"do you work all this week 
",0
"pls give her prometazine syrup 5mls then  ltgt mins later feed
",0
"kkadvance happy pongal
",0
"okie
",0
"are you free nowcan i call now
",0
"there are no other charges after transfer charges and you can withdraw anyhow you like
",0
"a boy loved a gal he propsd bt she didnt mind he gv lv lttrs bt her frnds threw thm again d boy decided 2 aproach d gal  dt time a truck was speeding towards d gal wn it was about 2 hit d girld boy ran like hell n saved her she asked hw cn u run so fast d boy replied boost is d secret of my energy n instantly d girl shouted our energy n thy lived happily 2gthr drinking boost evrydy moral of d story i hv free msgsd gud ni8
",0
"hai ana tomarrow am coming on morning  ltdecimalgt  ill be there in sathy then we ll go to rto office reply me after came to home
",0
"7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship good morning dear
",0
"really gooddhanush rocks once again
",0
"good afternoon my boytoy  how are you feeling today  better i hope are you being my good boy are you my obedient slave do you please your queen
",0
"sorry to be a pain is it ok if we meet another night i spent late afternoon in casualty and that means i havent done any of y stuff42moro and that includes all my time sheets and that sorry 
",0
"i dont know u and u dont know me send chat to 86688 now and lets find each other only 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 years or over
",1
"4 oclock at mine just to bash out a flat plan
",0
"ill call u 2mrw at ninish with my address that icky american freek wont stop callin me 2 bad jen k eh
",0
"aight sorry i take ten years to shower whats the plan
",0
"you still around i could use a half8th
",0
"boo hows things im back at home and a little bored already 
",0
"i am real baby i want to bring out your inner tigress
",0
"ok ü finishing soon
",0
"tee hee off to lecture cheery bye bye
",0
"have you seen whos back at holby
",0
"no but the bluray player can
",0
"eerie nokia tones 4u rply tone title to 8007 eg tone dracula to 8007 titles ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p
",1
"mm i am on the way to railway
",0
"sorry ill call later  ltgt mins
",0
"hello peach my cake tasts lush
",0
"did u download the fring app
",0
"leave it wif me lar ü wan to carry meh so heavy is da num 98321561 familiar to ü
",0
"then any special there
",0
"theres someone here that has a year  ltgt  toyota camry like mr olayiwolas own mileage is  ltgt kits clean but i need to know how much will it sell for if i can raise the dough for it how soon after landing will it sell holla back
",0
"otherwise had part time job natuition
",0
"so wats da decision
",0
"hhahhaahahah rofl wtf nig was leonardo in your room or something
",0
"sppok up ur mob with a halloween collection of nokia logopic message plus a free eerie tone txt card spook to 8007
",1
"got it seventeen pounds for seven hundred ml – hope ok
",0
"yeah thatd pretty much be the best case scenario
",0
"tell her i said eat shit
",0
"howz painhope u r fine
",0
"the current leading bid is 151 to pause this auction send out customer care 08718726270
",1
"will u meet ur dream partner soon is ur career off 2 a flyng start 2 find out free txt horo followed by ur star sign e g horo aries
",1
"turns out my friends are staying for the whole show and wont be back til  ltgt  so feel free to go ahead and smoke that  ltgt  worth
",0
"go until jurong point crazy available only in bugis n great world la e buffet cine there got amore wat
",0
"its not that time of the month nor mid of the time
",0
"thursday night yeah sure thing well work it out then
",0
"no messageno responcewhat happend
",0
"do i i thought i put it back in the box
",0
"hmmmbut you should give it on one day
",0
"network operator the service is free for t  cs visit 80488biz
",1
"so that takes away some money worries
",0
"he says hell give me a call when his friends got the money but that hes definitely buying before the end of the week
",0
"i think were going to finns now come
",0
"pass dis to all ur contacts n see wat u get redim in luv wid u blueu put a smile on my face purpleu r realy hot pinku r so swt orangei thnk i lyk u greeni realy wana go out wid u yelowi wnt u bck blackim jealous of u browni miss you nw plz giv me one color
",0
"then u better go sleep dun disturb u liao u wake up then msg me lor
",0
"thats significant but dont worry
",0
"u definitely need a module from e humanities dis sem izzit u wan 2 take other modules 1st
",0
"thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin 4 dinner den i might b able to join
",0
"please tell me you have some of that special stock you were talking about
",0
"for many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections
",0
"thats what i love to hear v see you sundayish then
",0
"where did u go my phone is gonna die you have to stay in here
",0
"hi its jess i dont know if you are at work but call me when u can im at home all eve xxx
",0
"okok okthenwhats ur todays plan
",0
"purity of friendship between two is not about smiling after reading the forwarded messageits about smiling just by seeing the name gud evng
",0
"we live in the next  ltgt mins
",0
"yo theres no class tmrw right
",0
"did either of you have any ideas do you know of anyplaces doing something
",0
"go fool dont cheat others ok
",0
"where are you  you said you would be here when i woke  
",0
"housemaid is the murderer coz the man was murdered on  ltgt th january as public holiday all govtinstituitions are closedincluding post office
",0
"ü takin linear algebra today
",0
"pick you up bout 730ish what time are  and that going
",0
"ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community 100psms
",1
"but if shes drinkin im ok
",0
"height of confidence all the aeronautics professors wer calld amp they wer askd 2 sit in an aeroplane aftr they sat they wer told dat the plane ws made by their students dey all hurried out of d plane bt only 1 didnt move he saidif it is made by my studentsthis wont even start datz confidence
",0
"3 free tarot texts find out about your love life now try 3 for free text chance to 85555 16 only after 3 free msgs £150 each
",1
"upgrdcentre orange customer you may now claim your free camera phone upgrade for your loyalty call now on 0207 153 9153 offer ends 26th july tcs apply optout available
",1
"u reach orchard already u wan 2 go buy tickets first
",0
"its a valentine game   send dis msg to all ur friends  if 5 answers r d same then someone really loves u ques which colour suits me the bestrply me
",0
"no worries hope photo shoot went well have a spiffing fun at workage 
",0
"which is why i never wanted to tell you any of this which is why im so short with you and onedge as of late
",0
"what he said is not the matter my mind saying some other matter is there
",0
"im in school now n ill be in da lab doing some stuff give me a call when ü r done
",0
"dear good morning now only i am up
",0
"oh all have to come ah
",0
"babe how goes that day  what are you up to  i miss you already my love   loving kiss  i hope everything goes well
",0
"ok
",0
"one small prestige problem now
",0
"when did dad get back
",0
"good stuff will do
",0
"aiyo a bit pai seh ü noe scared he dun rem who i am then die hee but he become better lookin oredi leh
",0
"ya ok then had dinner
",0
"just sent you an email – to an address with incomm in it is that right
",0
"not much no fights it was a good nite
",0
"nobody can decide where to eat and dad wants chinese
",0
"getting tickets 4 walsall tue 6 th march my mate is getting me them on sat ill pay my treat want 2 go txt bak terry
",0
"and stop wondering wow is she ever going to stop tming me  because i will tm you whenever i want because you are mine  laughs
",0
"can you open the door
",0
"hey kate hope ur ok will give u a buz wedlunch go outsomewhere 4 adrink in towncud go 2watershd 4 a bit ppl fromwrk will bthere love petexxx
",0
"yesmum lookin strong
",0
"aight thatll work thanks
",0
"feel like trying kadeem again v
",0
"im done oredi
",0
"kthen any other special
",0
"phony £350 award  todays voda numbers ending xxxx are selected to receive a £350 award if you have a match please call 08712300220 quoting claim code 3100 standard rates app
",1
"lol oh you got a friend for the dog 
",0
"dunno lei ü all decide lor how abt leona oops i tot ben is going n i msg him
",0
"hey you can pay with salary de only  ltgt 
",0
"prof you have passed in all the papers in this sem congrats     student enna kalaachutaarama prof gud mrng
",0
"is ur lecture over
",0
"dunno lei i might b eatin wif my frens if ü wan to eat then i wait 4 ü lar
",0
"i am great princess what are you thinking about me 
",0
"from next month get upto 50 more calls 4 ur standard network charge 2 activate call 9061100010 c wire3net 1st4terms pobox84 m26 3uz cost £150 min mobcudb more
",1
"ok
",0
"well if im that desperate ill just call armand again
",0
"ranjith cal drpd deeraj and deepak 5min hold
",0
"i dont have any of your file in my bagi was in work when you called mei ll tell you if i find anything in my room
",0
"sad story of a man  last week was my bday my wife didnt wish me my parents forgot n so did my kids  i went to work even my colleagues did not wish
",0
"from 5 to 2 only my work timing
",0
"sorry sir i will call you tomorrow  senthilhsbc
",0
"if i die i want u to have all my stuffs
",0
"you have 1 new message please call 08715205273
",1
"its ok at least armands still around
",0
"just sleepingand surfing
",0
"was just about to ask will keep this one maybe thats why you didnt get all the messages we sent you on glo
",0
"night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng
",0
"my darling sister how are you doing whens school resuming is there a minimum wait period before you reapply do take care
",0
"u can call now
",0
"no problem how are you doing
",0
"my parents my kidz my friends n my colleagues all screaming surprise  and i was waiting on the sofa    naked
",0
"i didnt get anything da
",0
"there the size of elephant tablets  u shove um up ur ass
",0
"by the way make sure u get train to worc foregate street not shrub hill have fun night x
",0
"urgent ur £500 guaranteed award is still unclaimed call 09066368327 now closingdate040902 claimcode m39m51 £150pmmorefrommobile2bremovedmobypobox734ls27yf
",1
"no sir thats why i had an 8hr trip on the bus last week have another audition next wednesday but i think i might drive this time
",0
"mila age23 blonde new in uk i look sex with uk guys if u like fun with me text mtalk to 6986618  30pptxt 1st 5free £150 increments help08718728876
",1
"private your 2003 account statement for 07973788240 shows 800 unredeemed s i m points call 08715203649 identifier code 40533 expires 311004
",1
"hi this is yijue can i meet u at 11 tmr
",0
"in case you wake up wondering where i am i forgot i have to take care of something for grandma today should be done before the parade
",0
"customer service announcement we recently tried to make a delivery to you but were unable to do so please call 07090298926 to reschedule ref9307622
",1
"im gonna rip out my uterus
",0
"i pocked you up there before
",0
"449050000301 you have won a £2000 price to claim call 09050000301
",1
"free for 1st week no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone
",1
"ah well that confuses things doesn‘t it
",0
"can u look 4 me in da lib i got stuff havent finish yet
",0
"oh great ill disturb him more so that we can talk
",0
"i will see in half an hour
",0
"watching tv now i got new job 
",0
"k can i pick up another 8th when youre done
",0
"wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem
",0
"oh god im gonna google nearby cliffs now
",0
"good morning my dear shijutta have a great amp successful day
",0
"i dont know oh hopefully this month
",0
"yeah thats fine its £6 to get in is that ok 
",0
"wa u so efficient gee thanx
",0
"hi darlin its kate are u up for doin somethin tonight im going to a pub called the swan or something with my parents for one drink so phone me if u can
",0
"nope i just forgot will show next week
",0
"petey boy whereare you me and all your friendsare in thekingshead come down if you canlove nic
",0
"2 laptop i noe infra but too slow lar i wan fast one
",0
"hello my love what are you doing did you get to that interview today are you you happy are you being a good boy do you think of meare you missing me 
",0
"alright im outhave a good night
",0
"do you want a new nokia 3510i colour phone deliveredtomorrow with 300 free minutes to any mobile  100 free texts  free camcorder reply or call 08000930705
",1
"10 min later k
",0
"great princess i love giving and receiving oral doggy style is my fave position how about you i enjoy making love  ltgt  times per night 
",0
"i keep ten rs in my shelf buy two egg
",0
"dear matthew please call 09063440451 from a landline your complimentary 4lux tenerife holiday or £1000 cash await collection ppm150 sae tcs box334 sk38xh
",1
"customer place i will call you
",0
"i dont knw pa i just drink milk
",0
"hi customer loyalty offerthe new nokia6650 mobile from only £10 at txtauction txt word start to no 81151  get yours now 4tctxt tc 150pmtmsg
",1
"have you always been saying welp
",0
"open rebtel with firefox when it loads just put plus sign in the user name place and it will show you two numbers the lower number is my number once you pick that number the pin will display okay
",0
"the affidavit says  ltgt  e twiggs st division g courtroom  ltgt  lttimegt  am ill double check and text you again tomorrow
",0
"hi there 2nights ur lucky night uve been invited 2 xchat the uks wildest chat txt chat to 86688 now 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
",1
"now that you have started dont stop just pray for more good ideas and anything i see that can help you guys ill forward you a link
",0
"had your mobile 11 months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on 08002986030
",1
"alright if youre sure let me know when youre leaving
",0
"hey i will be late im at amk need to drink tea or coffee
",0
"lol no u can trust me
",0
"merry christmas to u too annie
",0
"im not she lip synced with shangela
",0
"you still at the game
",0
"which channel
",0
"aiyo please ü got time meh
",0
"so üll be submitting da project tmr rite
",0
"morning only i can ok
",0
"wat r u doing
",0
"the evo i just had to download flash jealous
",0
"gud ni8swt drmstake care
",0
"sorry i missed your call lets talk when you have the time im on 07090201529
",1
"at bruce b downs amp fletcher now
",0
"yeah sure ill leave in a min
",0
"youve already got a flaky parent itsnot supposed to be the childs job to support the parentnot until theyre the ride age anyway im supposed to be there to support you and now ive hurt you unintentional but hurt nonetheless
",0
"ok
",0
"i wont do anything de
",0
"fuck babe  what happened to you  how come you never came back
",0
"new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddycom txt one name to 89693
",1
"sorry ill call later
",0
"i am in escape theatre now  going to watch kavalan in a few minutes
",0
"yay you better not have told that to 5 other girls either
",0
"great have a safe trip dont panic surrender all
",0
"congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420ip45we 150pm dont miss out
",1
"sms ac jsco energy is high but u may not know where 2channel it 2day ur leadership skills r strong psychic reply ans wquestion end reply end jsco
",1
"want the latest video handset 750 anytime any network mins half price line rental reply or call 08000930705 for delivery tomorrow
",1
"sweetheart hope you are not having that kind of day have one with loads of reasons to smile biola
",0
"i‘ll leave around four ok
",0
"hey sathya till now we dint meet not even a single time then how can i saw the situation sathya
",0
"the world is running and i am stillmaybe all are feeling the sameso be itor i have to admiti am madthen where is the correctionor let me call this is lifeand keep running with the worldmay be u r also runninglets run
",0
"do whatever you want you know what the rules are we had a talk earlier this week about what had to start happening you showing responsibility yet every week its can i bend the rule this way what about that way do whatever im tired of having thia same argument with you every week and a  ltgt  movie doesnt inlude the previews youre still getting in after 1
",0
"hiya sorry didnt hav signal i havent seen or heard from and neither has which is unusual in itself ill put on the case and get him to sort it out hugs and snogs
",0
"it only does simple arithmetic not percentages
",0
"god blessget good sleep my deari will pray
",0
"check out choose your babe videos  smsshsexnetun fgkslpopw fgkslpo
",1
"that was random saw my old roomate on campus he graduated
",0
"urgent last weekends draw shows that you have won £1000 cash or a spanish holiday call now 09050000332 to claim tc rstm sw7 3ss 150ppm
",1
"thats cool i am a gentleman and will treat you with dignity and respect
",0
"pleassssssseeeeee tel me v avent done sportsx
",0
"u have a secret admirer who is looking 2 make contact with ufind out who they rreveal who thinks ur so specialcall on 09065171142stopsms08
",1
"hey tmr maybe can meet you at yck
",0
"they have a thread on the wishlist section of the forums where ppl post nitro requests start from the last page and collect from the bottom up
",0
"thanks for your ringtone order reference number x49 your mobile will be charged 450 should your tone not arrive please call customer services 09065989182 from colourredtextcolourtxtstar
",1
"save money on wedding lingerie at wwwbridalpetticoatdreamscouk choose from a superb selection with national delivery brought to you by weddingfriend
",1
"i not at home now lei
",0
"dont make ne plans for nxt wknd coz she wants us to come down then ok
",0
"hmv bonus special 500 pounds of genuine hmv vouchers to be won just answer 4 easy questions play now send hmv to 86688 more infowww100percentrealcom
",1
"thats good lets thank god please complete the drug have lots of water and have a beautiful day
",0
"kkthis month kotees birthday know
",0
"freemsg why havent you replied to my text im randy sexy female and live local luv to hear from u netcollex ltd 08700621170150p per msg reply stop to end
",1
"ok can be later showing around 8830 if you want  cld have drink before wld prefer not to spend money on nosh if you dont mind as doing that nxt wk
",0
"private your 2003 account statement for shows 800 unredeemed s i m points call 08719899230 identifier code 41685 expires 071104
",1
"i hav almost reached call i m unable to connect u
",0
"dont think you need yellow card for uk travel ask someone that has gone before if you do its just  ltgt bucks
",0
"hi test on  ltgt rd 
",0
"hey chief can you give me a bell when you get this need to talk to you about this royal visit on the 1st june 
",0
"fyi im at usf now swing by the room whenever
",0
"ya very nice  be ready on thursday
",0
"too late i said i have the website i didnt i have or dont have the slippers
",0
"no need for the drug anymore
",0
"i hope you arnt pissed off but id would really like to see you tomorrow love me xxxxxxxxxxxxxx
",0
"beerage
",0
"hey what are you doing y no reply pa
",0
"we can make a baby in yo tho
",0
"sure ill see if i can come by in a bit
",0
"no callsmessagesmissed calls
",0
"youve always been the brainy one
",0
"haha figures well i found the piece and priscillas bowl
",0
"wylie update my weed dealer carlos went to freedom and had a class with lunsford
",0
"huh so late fr dinner
",0
"alright omw gotta change my order to a half8th
",0
"dear voucher holder to claim this weeks offer at you pc please go to httpwwwetlpcoukreward tscs apply
",1
"how much she payed suganya
",0
"havent
",0
"oh sorry please its over
",0
"wanna get laid 2nite want real dogging locations sent direct to ur mobile join the uks largest dogging network txt park to 69696 now nyt ec2a 3lp £150msg
",1
"tbspersolvo been chasing us since sept for£38 definitely not paying now thanks to your information we will ignore them kath manchester
",1
"can you use foreign stamps for whatever you send them off for 
",0
"no but well do medical missions to nigeria
",0
"yeah probably here for a while
",0
"ü got wat to buy tell us then ü no need to come in again
",0
"this message is free welcome to the new  improved sex  dogging club to unsubscribe from this service reply stop msgs150p 18 only
",1
"hey galsu all wanna meet 4 dinner at nìte 
",0
"good morning my dear have a great amp successful day
",0
"are you available for soiree on june 3rd
",0
"i not free today i haf 2 pick my parents up tonite
",0
"congrats 2 mobile 3g videophones r yours call 09063458130 now videochat wid ur mates play java games dload polyph music noline rentl bx420 ip4 5we 150p
",1
"wn u r hurt by d prsn who s close 2 u do fight wit dem coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation gud eveb
",0
"it doesnt make sense to take it there unless its free if you need to know more wikipediacom
",0
"hiya how was last night ive been naughty and bought myself clothes and very little  ready for more shopping tho what kind of time do you wanna meet
",0
"that said can you text him one more time
",0
"hahahause your brain dear
",0
"you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hgsuite3422lands roww1jhl 16
",1
"jordan got voted out last nite
",0
"hi 07734396839 ibh customer loyalty offer the new nokia6600 mobile from only £10 at txtauctiontxt wordstart to no81151  get yours now4t
",1
"how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night
",1
"prepare to be pounded every night
",0
"surly ill give it to you while coming to review
",0
"i lost 4 pounds since my doc visit last week woot woot now im gonna celebrate by stuffing my face
",0
"y so late but i need to go n get da laptop
",0
"ok
",0
"in meeting da i will call you
",0
"babe  how goes that day  what are you doing  where are you  i sip my cappuccino and think of you my love  i send a kiss to you from across the sea
",0
"are you not around or just still asleep v
",0
"here got ur favorite oyster n got my favorite sashimi ok lar i dun say already wait ur stomach start rumbling
",0
"i wonder if your phone battery went dead  i had to tell you i love you babe
",0
"i wnt to buy a bmw car urgentlyits vry urgentbut hv a shortage of  ltgt lacsthere is no source to arng dis amt ltgt lacsthats my prob
",0
"what type of stuff do you sing
",0
"booked ticket for pongal
",0
"jason says its cool if we pick some up from his place in like an hour
",0
"i cant describe how lucky you are that im actually awake by noon
",0
"you have won 1000 cash or a 2000 prize to claim call09050000327
",1
"well shes in for a big surprise
",0
"hes really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
",0
"we know taj mahal as symbol of love but the other lesser known facts 1 mumtaz was shahjahans 4th wife out of his 7 wifes 2 shahjahan killed mumtazs husband to marry her 3 mumtaz died in her  ltgt th delivery 4 he then married mumtazs sister question arises where the hell is the love the great hari
",0
"easy mate  guess the quick drink was bit ambitious
",0
"and whenever you and i see we can still hook up too
",0
"sicomo nolistened2the plaid albumquite gdthe new air1 which is hilariousalso boughtbraindancea compofstuff on aphexs abelu hav2hear itc u sn xxxx
",0
"im going 2 orchard now laready me reaching soon u reaching
",0
"ohas usual vijay film or its different
",0
"i guess you could be as good an excuse as any lol
",0
"sbut he had some luck2 catches put down
",0
"huh so slow i tot u reach long ago liao u 2 more days only i 4 more leh
",0
"one of best dialogue in cute reltnship wen i die dont come near my body bcoz my hands may not come 2 wipe ur tears off that timegud ni8
",0
"pls come quick cant bare this
",0
"hi darlin how was work did u get into trouble ijust talked to your mum all morning i had a really good time last night im goin out soon but call me if u can
",0
"when are you going to ride your bike
",0
"good no swimsuit allowed 
",0
"get ready to moan and scream 
",0
"ok sweet dreams
",0
"yagoing for restaurant
",0
"que pases un buen tiempo or something like that
",0
"sorry dude dont know how i forgot even after dan reminded me sorry hope you guys had fun
",0
"its not the same here still looking for a job how much do tas earn there
",0
"yup i thk so until e shop closes lor
",0
"great so should i send you my account number
",0
"kallis wont bat in 2nd innings
",0
"what todaysundaysunday is holidayso no work
",0
"thats very rude you on campus
",0
"do you know why god created gap between your fingers so that one who is made for you comes amp fills those gaps by holding your hand with love
",0
"are you ok what happen to behave like this
",0
"living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult 
",0
"cool text me when youre ready
",0
"i keep seeing weird shit and bein all woah then realising its actually reasonable and im all oh
",0
"are you sure you dont mean get here we made you hold all the weed
",0
"no messageno responcewhat happend
",0
"yar lor wait 4 my mum 2 finish sch then have lunch lor i whole morning stay at home clean my room now my room quite clean hee
",0
"i will vote for wherever my heart guides me
",0
"also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week i have a new bong gt
",0
"company is very goodenvironment is terrific and food is really nice
",0
"kothi print out marandratha
",0
"ok every night take a warm bath drink a cup of milk and youll see a work of magic you still need to loose weight just so that you know
",0
"congratulations  thanks to a good friend u have won the £2000 xmas prize 2 claim is easy just call 08712103738 now only 10p per minute btnationalrate
",1
"then i buy
",0
"oh is it send me the address
",0
"excellent wish we were together right now
",0
"they finally came to fix the ceiling
",0
"i love you you set my soul on fire it is not just a spark but it is a flame a big rawring flame xoxo
",0
"hello my love  how went your day  are you alright  i think of you my sweet and send a jolt to your heart to remind you  i love you can you hear it  i screamed it across the sea for all the world to hear ahmad al hallaq is loved  and owned  possessive passionate kiss
",0
"wat time ü wan today
",0
"din i tell u jus now 420
",0
"oi when you gonna ring
",0
"please dont say like that hi hi hi
",0
"oh dang i didnt mean o send that to you lol
",0
"hey pple700 or 900 for 5 nightsexcellent location wif breakfast hamper
",0
"83039 62735£450 uk break accommodationvouchers terms  conditions apply 2 claim you mustprovide your claim number which is 15541 
",1
"kkim also finewhen will you complete the course
",0
"you are a big chic common declare
",0
"but we havent got da topic yet rite
",0
"you have an important customer service announcement call freephone 0800 542 0825 now
",1
"sary just need tim in the bollox it hurt him a lot so he tol me
",0
"k i will sent it again
",0
"i can do that i want to please you both inside and outside the bedroom
",0
"i know you are serving i mean what are you doing now
",0
"aight im chillin in a friends room so text me when youre on the way
",0
"i thk 530 lor but dunno can get tickets a not wat u doing now
",0
"watching tv lor
",0
"you always make things bigger than they are
",0
"after the drug she will be able to eat
",0
"haha just kidding papa needs drugs
",0
"ur going 2 bahamas callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise of£2000 cash 18only to opt out txt x to 07786200117
",1
"if i let you do this i want you in the house by 8am
",0
"and hes apparently bffs with carly quick now
",0
"how much u trying to get
",0
"74355 xmas iscoming  ur awarded either £500 cd gift vouchers  free entry 2 r £100 weekly draw txt music to 87066 tnc
",1
"nope meanwhile she talk say make i greet you
",0
"jus came back fr lunch wif my sis only u leh
",0
"lmao wheres your fish memory when i need it
",0
"i call you later dont have network if urgnt sms me
",0
"gibbs unsoldmike hussey
",0
"thanks for this hope you had a good day today
",0
"aight let me know when youre gonna be around usf
",0
"ok no prob
",0
"camera  you are awarded a sipix digital camera call 09061221066 fromm landline delivery within 28 days
",1
"men like shorter ladies gaze up into his eyes
",0
"glad to see your reply
",0
"if you r  home then come down within 5 min
",0
"gent we are trying to contact you last weekends draw shows that you won a £1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs only 150ppm 
",1
"aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeaning same here
",0
"i would but im still cozy and exhausted from last nightnobody went to school or work everything is closed
",0
"oh yeahand hav a great time in newquaysend me a postcard 1 look after all the girls while im goneu know the 1im talkin boutxx
",0
"get ur 1st ringtone free now reply to this msg with tone gr8 top 20 tones to your phone every week just £150 per wk 2 opt out send stop 08452810071 16
",1
"great i hope you like your man well endowed i am  ltgt  inches
",0
"i cant talk to you nowi will call when i candont keep calling
",0
"can you tell shola to please go to college of medicine and visit the academic department tell the academic secretary what the current situation is and ask if she can transfer there she should ask someone to check sagamu for the same thing and lautech its vital she completes her medical education in nigeria its less expensive much less expensive unless she will be getting citizen rates in new zealand
",0
"i had askd u a question some hours before its answer
",0
"no problem talk to you later
",0
"hi you just spoke to maneesha v wed like to know if you were satisfied with the experience reply toll free with yes or no
",0
"love you aathilove u lot
",0
"xxxmobilemovieclub to use your credit click the wap link in the next txt message or click here httpwap xxxmobilemovieclubcomnqjkgighjjgcbl
",1
"do you think i can move  ltgt  in a week
",0
"0anetworks allow companies to bill for sms so they are responsible for their suppliers just as a shop has to give a guarantee on what they sell b g
",1
"from someone not to smoke when every time ive smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
",0
"me too baby i promise to treat you well i bet you will take good care of me
",0
"you ve won your 4 costa del sol holiday or £5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost£150pm max10mins
",1
" ok i feel like john lennon
",0
"sorry battery died yeah im here
",0
"messagesome text missing sendername missing number missing sentdate missing missing u a lot thats y everything is missing sent via fullonsmscom
",0
"hope you are having a good week just checking in
",0
"i might go 2 sch yar at e salon now v boring
",0
"lol nah wasnt too bad thanks its good to b home but its been quite a reality check hows ur day been did u do anything with website
",0
"yup wun believe wat u really neva c e msg i sent shuhui
",0
"sir you will receive the account no another 1hr time sorry for the delay
",0
"you are awarded a sipix digital camera call 09061221061 from landline delivery within 28days t cs box177 m221bp 2yr warranty 150ppm 16  p p£399
",1
"you wont believe it but its true its incredible txts reply g now to learn truly amazing things that will blow your mind from o2fwd only 18ptxt
",1
"so u wan 2 come for our dinner tonight a not
",0
"don‘t give a flying monkeys wot they think and i certainly don‘t mind any friend of mine and all that
",0
"dai i downloaded but there is only exe file which i can only run that exe after installing
",0
"ard 4 lor
",0
"theyre doing it to lots of places only hospitals and medical places are safe
",0
"can not use foreign stamps in this country good lecture 
",0
"no screaming means shouting
",0
"good day to you toopray for meremove the teeth as its painful maintaining other stuff
",0
"bring home some wendy d
",0
"awesome think we can get an 8th at usf some time tonight
",0
